"","Mmus_C57-6T_LVR_FLT_Rep1_F1","Mmus_C57-6T_LVR_FLT_Rep2_F2","Mmus_C57-6T_LVR_FLT_Rep3_F3","Mmus_C57-6T_LVR_GC_Rep1_G1","Mmus_C57-6T_LVR_GC_Rep2_G2","Mmus_C57-6T_LVR_GC_Rep3_G3","Mmus_C57-6T_SPL_FLT_Rep1_F1","Mmus_C57-6T_SPL_FLT_Rep2_F2","Mmus_C57-6T_SPL_FLT_Rep3_F3","Mmus_C57-6T_SPL_GC_Rep1_G1","Mmus_C57-6T_SPL_GC_Rep2_G2","Mmus_C57-6T_SPL_GC_Rep3_G3"
"ENSMUSG00000019850",169,128,46,95,90,117,1424,1955,2310,1512,1532,1681
"ENSMUSG00000019851",1699,1647,1041,1490,1296,1570,11,11,9,16,6,4
"ENSMUSG00000019852",0,1,0,0,3,2,19,16,21,12,17,19
"ENSMUSG00000019853",5,0,6,9,0,8,3,6,3,13,4,3
"ENSMUSG00000019854",355,307,250,281,206,220,599,766,924,796,665,745
"ENSMUSG00000019856",6,5,0,8,7,8,24,52,60,24,26,28
"ENSMUSG00000019857",60,61,78,45,41,30,177,216,237,264,210,186
"ENSMUSG00000019861",832,767,145,606,683,524,940,1209,1462,838,1301,1197
"ENSMUSG00000019863",71,66,34,67,43,62,360,453,574,422,459,437
"ENSMUSG00000019864",429,400,164,315,268,344,359,387,575,343,406,331
"ENSMUSG00000019865",0,1,0,0,0,0,3,1,4,1,1,1
"ENSMUSG00000019866",647,546,263,622,516,505,897,1001,1316,952,1060,1058
"ENSMUSG00000019867",0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000019868",159,150,130,148,130,107,301,322,366,496,308,281
"ENSMUSG00000019872",745,612,431,748,509,740,1212,1302,1300,2206,1292,1421
"ENSMUSG00000019873",1966,2166,959,1580,1633,1635,1296,1514,1769,1300,1374,1492
"ENSMUSG00000019874",106,57,150,54,52,58,36,15,21,52,10,17
"ENSMUSG00000019876",20,14,12,25,16,14,353,549,511,603,477,428
"ENSMUSG00000019877",3780,3711,849,3623,3433,3114,2541,2775,2769,2509,2747,2557
"ENSMUSG00000019878",465,364,77,449,381,347,186,214,273,186,237,208
"ENSMUSG00000019880",83,69,64,79,56,64,8,22,20,14,8,11
"ENSMUSG00000019883",168,200,5,128,172,119,36,50,50,25,30,36
"ENSMUSG00000019888",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000019889",1235,957,353,1018,828,796,121,163,178,99,126,115
"ENSMUSG00000019890",0,0,1,0,1,0,14,15,26,39,28,16
"ENSMUSG00000019891",128,112,52,92,79,84,71,101,131,66,74,69
"ENSMUSG00000019892",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019893",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000019894",0,0,0,0,0,3,68,43,74,38,24,48
"ENSMUSG00000019897",331,320,203,328,279,279,567,783,893,842,787,742
"ENSMUSG00000019899",30,29,9,18,26,28,310,472,448,194,352,255
"ENSMUSG00000019900",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019905",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019906",535,439,189,454,613,322,2,3,7,1,2,2
"ENSMUSG00000019907",754,641,184,661,540,503,2730,3664,3986,2400,3396,3499
"ENSMUSG00000019909",0,0,0,0,0,0,1,0,1,0,1,2
"ENSMUSG00000019913",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000019916",228,315,333,163,303,296,741,1067,1080,979,1066,895
"ENSMUSG00000019917",355,247,53,323,255,254,205,204,211,221,200,171
"ENSMUSG00000019920",389,342,93,347,311,261,2613,2811,2792,2096,2597,2404
"ENSMUSG00000019923",1491,1306,687,1357,1217,1332,1658,1558,1581,1634,1262,1474
"ENSMUSG00000019927",196,201,56,197,140,177,507,826,940,769,900,775
"ENSMUSG00000019929",2043,2604,1171,1893,2787,2253,621,841,1098,799,758,670
"ENSMUSG00000019932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019933",1,0,0,1,0,1,0,1,1,6,3,5
"ENSMUSG00000019935",289,160,76,151,216,193,1,2,2,2,3,4
"ENSMUSG00000019936",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019942",112,28,44,34,36,59,1651,1048,782,668,487,687
"ENSMUSG00000019943",901,974,210,761,729,699,2111,2623,2873,1686,2587,2469
"ENSMUSG00000019944",2219,3215,1427,2131,2807,2972,471,513,713,465,457,502
"ENSMUSG00000019945",34,41,21,51,31,35,2,3,2,7,2,1
"ENSMUSG00000019947",1459,1493,254,1420,1466,1237,818,1249,1464,552,932,1058
"ENSMUSG00000019948",214,293,126,262,239,283,161,201,219,296,237,185
"ENSMUSG00000019951",1727,1519,397,1452,1375,1095,961,1241,1565,834,1220,1090
"ENSMUSG00000019952",115,97,50,97,77,90,294,412,450,376,320,311
"ENSMUSG00000019960",2783,1525,400,1824,2370,1527,818,1199,1316,1103,1103,957
"ENSMUSG00000019961",972,691,280,788,657,572,5547,5385,5145,3318,4023,4530
"ENSMUSG00000019966",36,43,8,38,41,56,870,1216,1258,676,1014,1035
"ENSMUSG00000019969",788,723,470,609,630,571,1238,1542,1922,1479,1559,1419
"ENSMUSG00000019970",1144,641,285,704,408,564,614,853,1101,930,683,827
"ENSMUSG00000019971",60,45,17,39,46,44,272,270,191,100,130,191
"ENSMUSG00000019975",79,52,43,56,45,61,220,260,279,347,224,234
"ENSMUSG00000019977",1094,1182,839,1066,877,716,930,967,1077,959,866,881
"ENSMUSG00000019978",505,417,112,345,348,344,3216,3771,4689,2444,3612,3236
"ENSMUSG00000019979",95,83,42,67,76,65,971,1008,1196,692,937,974
"ENSMUSG00000019982",5,1,1,6,3,3,680,674,880,615,556,698
"ENSMUSG00000019984",263,197,55,218,159,158,611,782,889,506,712,636
"ENSMUSG00000019986",28,33,14,14,16,25,279,262,204,164,161,171
"ENSMUSG00000019987",22687,30973,15917,24414,22714,23150,4,24,28,7,19,1
"ENSMUSG00000019988",339,288,79,305,273,231,487,511,498,370,433,402
"ENSMUSG00000019989",896,761,271,885,679,490,45,28,25,12,12,9
"ENSMUSG00000019990",177,121,43,125,136,149,42,51,62,31,45,45
"ENSMUSG00000019992",14,3,4,7,4,4,217,156,116,71,79,108
"ENSMUSG00000019996",529,481,135,427,363,295,269,320,380,305,286,250
"ENSMUSG00000019997",111,246,150,113,111,119,564,1073,1292,1409,657,599
"ENSMUSG00000019998",518,442,150,398,393,377,1813,1990,2440,2205,2077,1971
"ENSMUSG00000020000",0,0,0,0,0,0,31,20,38,28,4,19
"ENSMUSG00000020003",1809,1883,780,1844,1525,1359,325,330,323,510,392,299
"ENSMUSG00000020007",0,0,0,0,0,0,8,2,4,1,3,6
"ENSMUSG00000020009",332,241,172,277,247,257,2202,3003,3464,3437,2731,2794
"ENSMUSG00000020010",2253,1796,1646,1692,1622,1730,70,52,68,117,45,53
"ENSMUSG00000020014",5,6,3,9,16,8,8,8,13,6,4,7
"ENSMUSG00000020015",402,391,78,346,320,274,1203,1481,1536,1162,1389,1421
"ENSMUSG00000020017",7757,10511,3497,8124,5843,5495,2,4,16,3,8,5
"ENSMUSG00000020018",3,2,0,1,1,0,12,13,12,1,16,10
"ENSMUSG00000020019",105,114,27,93,59,89,432,366,264,293,188,269
"ENSMUSG00000020020",0,0,0,0,0,0,9,8,8,2,10,6
"ENSMUSG00000020021",1138,941,226,841,769,1001,711,843,922,331,637,687
"ENSMUSG00000020022",773,826,1730,805,767,741,545,536,600,948,522,479
"ENSMUSG00000020023",248,275,74,215,149,162,660,717,778,572,660,638
"ENSMUSG00000020024",190,174,97,159,111,121,526,650,673,661,606,510
"ENSMUSG00000020027",449,107,73,373,209,90,235,227,290,420,252,243
"ENSMUSG00000020029",2870,3312,2238,2864,2441,2349,2439,2135,1446,1715,1262,1394
"ENSMUSG00000020032",90,53,16,58,21,35,253,259,273,216,224,269
"ENSMUSG00000020033",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000020034",392,367,125,385,294,316,1549,1633,1508,1290,1453,1574
"ENSMUSG00000020037",131,38,8,90,62,46,0,0,3,1,0,0
"ENSMUSG00000020038",124,210,111,165,242,209,214,292,356,311,330,306
"ENSMUSG00000020042",25,9,11,18,14,17,139,183,244,138,171,211
"ENSMUSG00000020044",170,280,14,166,193,303,1052,2185,2056,351,1572,1271
"ENSMUSG00000020048",7390,7861,2994,7828,7047,6218,8339,9758,14334,10795,10638,10214
"ENSMUSG00000020051",26807,33431,13335,25827,27697,22470,0,10,17,1,8,0
"ENSMUSG00000020052",70,1,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000020053",12994,10427,9429,12839,11984,9634,639,629,727,1281,650,670
"ENSMUSG00000020056",368,356,552,388,305,292,341,360,468,791,462,409
"ENSMUSG00000020057",42,10,12,22,12,19,392,328,473,550,373,390
"ENSMUSG00000020059",3,6,6,16,7,4,1,5,4,2,2,3
"ENSMUSG00000020061",0,0,0,0,0,0,34,59,88,68,43,83
"ENSMUSG00000020062",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000020063",246,226,44,250,238,218,737,950,882,548,914,770
"ENSMUSG00000020064",727,668,279,742,629,501,1496,2423,2464,2059,2369,2034
"ENSMUSG00000020067",2,2,0,1,0,1,6,2,3,1,0,2
"ENSMUSG00000020069",575,455,128,478,439,336,1033,1458,1646,1014,1318,1149
"ENSMUSG00000020070",166,134,20,129,111,106,555,829,993,386,845,700
"ENSMUSG00000020072",2854,2974,1819,2637,2440,2127,15,11,12,6,10,9
"ENSMUSG00000020074",846,878,846,681,828,696,1853,2528,2780,2403,2150,2191
"ENSMUSG00000020075",849,764,442,624,677,659,3654,4349,5307,3505,4019,3803
"ENSMUSG00000020076",940,1033,541,980,829,802,1266,1738,1878,1726,1687,1514
"ENSMUSG00000020077",218,157,224,168,140,161,3009,3665,4442,6914,3998,3871
"ENSMUSG00000020078",1015,857,464,912,754,753,1103,1260,1282,1312,1245,1094
"ENSMUSG00000020079",371,362,427,328,273,299,329,417,468,433,387,378
"ENSMUSG00000020080",3,2,3,4,3,1,1,0,0,0,0,1
"ENSMUSG00000020081",0,0,0,0,0,2,0,0,0,0,1,0
"ENSMUSG00000020083",89,46,24,64,51,43,31,25,37,43,24,21
"ENSMUSG00000020085",765,962,794,774,762,878,124,145,153,154,117,107
"ENSMUSG00000020086",25,17,22,10,17,18,22,44,37,47,32,17
"ENSMUSG00000020087",896,834,1140,725,772,798,438,561,703,667,507,500
"ENSMUSG00000020088",1884,1841,1612,1795,1658,1518,2228,2193,2686,2949,2306,2083
"ENSMUSG00000020089",2446,2840,2817,2232,2544,1913,603,580,842,840,587,534
"ENSMUSG00000020090",0,0,0,0,0,0,1,2,2,1,0,1
"ENSMUSG00000020091",6007,5786,2148,5019,4807,4042,4090,4922,6341,3263,4955,4894
"ENSMUSG00000020092",239,198,96,199,188,194,434,543,671,467,399,438
"ENSMUSG00000020096",0,0,0,0,0,0,3,6,6,16,1,6
"ENSMUSG00000020097",1716,1455,220,1153,994,851,2225,2267,2812,1734,2538,2362
"ENSMUSG00000020098",4258,4160,5062,3749,3441,3070,16,18,21,42,22,15
"ENSMUSG00000020099",126,145,35,148,137,109,212,215,260,150,182,180
"ENSMUSG00000020100",118,71,47,117,78,85,828,949,1223,875,982,944
"ENSMUSG00000020101",187,127,92,135,114,171,3084,2775,3199,3937,2654,3091
"ENSMUSG00000020102",3151,3099,1795,2776,2860,2751,126,173,175,152,158,137
"ENSMUSG00000020105",163,228,57,242,233,178,46,46,67,43,47,40
"ENSMUSG00000020107",373,393,647,358,332,352,755,1171,1340,1457,979,865
"ENSMUSG00000020108",419,1161,271,210,185,363,3801,5940,7121,4935,2487,4551
"ENSMUSG00000020109",997,943,338,744,779,686,656,769,961,604,581,656
"ENSMUSG00000020111",630,578,356,494,426,473,967,875,1062,1125,789,860
"ENSMUSG00000020114",1072,906,349,962,867,851,1352,1628,1896,1336,1596,1547
"ENSMUSG00000020115",756,567,221,555,509,450,1217,1576,1746,1294,1402,1428
"ENSMUSG00000020116",237,316,245,263,287,228,216,273,336,504,324,252
"ENSMUSG00000020120",185,78,41,121,101,76,4321,4393,5270,4368,5197,4602
"ENSMUSG00000020121",18,29,3,17,22,12,41,66,61,36,39,49
"ENSMUSG00000020122",2125,1816,634,1817,3734,1475,67,148,166,53,122,73
"ENSMUSG00000020123",512,227,143,347,333,237,39,116,132,40,71,71
"ENSMUSG00000020124",826,878,452,764,653,650,2741,2616,2328,1527,2021,2091
"ENSMUSG00000020125",1,0,0,0,1,0,88,37,13,291,66,88
"ENSMUSG00000020128",720,679,261,634,604,565,1230,1631,1714,1522,1620,1421
"ENSMUSG00000020130",1081,910,249,887,830,722,1114,1409,1462,1146,1478,1243
"ENSMUSG00000020131",636,707,936,747,528,577,32,67,85,73,45,43
"ENSMUSG00000020132",914,908,305,765,679,673,1846,2186,2485,2363,2320,1938
"ENSMUSG00000020133",376,330,496,335,288,294,575,662,823,1160,686,611
"ENSMUSG00000020134",359,324,136,317,334,302,1156,1757,2027,1560,1963,1729
"ENSMUSG00000020135",12,5,5,4,5,4,32,44,37,19,39,31
"ENSMUSG00000020137",319,341,132,345,302,248,507,726,747,543,701,643
"ENSMUSG00000020140",238,156,49,164,104,119,15,9,19,8,11,8
"ENSMUSG00000020142",159,92,38,76,70,68,79,87,142,73,84,72
"ENSMUSG00000020143",146,88,94,119,104,120,5724,7538,9737,6891,7359,7310
"ENSMUSG00000020149",2902,2673,1165,2362,2171,2265,2158,2264,2661,2618,2372,2061
"ENSMUSG00000020150",4208,3818,5627,3921,3367,3433,27,35,27,54,29,22
"ENSMUSG00000020151",1,2,0,0,1,0,13,7,5,10,9,14
"ENSMUSG00000020152",2406,2177,760,2001,1917,1751,7632,7954,9337,7919,8932,8117
"ENSMUSG00000020153",981,1104,2061,1010,998,1110,631,776,922,1319,748,691
"ENSMUSG00000020154",1756,2111,584,1527,1432,1465,2228,2816,3317,1426,1768,2352
"ENSMUSG00000020155",3,4,0,0,0,0,15,20,21,12,26,8
"ENSMUSG00000020156",377,274,154,391,248,269,1316,1585,1940,1355,1299,1377
"ENSMUSG00000020159",0,0,1,0,0,0,2,0,0,0,0,0
"ENSMUSG00000020160",59,46,17,60,27,52,212,229,269,205,199,191
"ENSMUSG00000020163",1899,2178,5249,1831,2063,1900,515,515,673,1127,449,492
"ENSMUSG00000020164",0,0,0,0,0,0,0,0,1,3,1,1
"ENSMUSG00000020166",502,473,272,461,421,392,1237,1776,1987,1485,1711,1553
"ENSMUSG00000020167",466,387,276,404,308,295,3336,3648,4429,3686,3167,3102
"ENSMUSG00000020168",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020169",0,0,0,0,0,0,2,3,3,0,5,3
"ENSMUSG00000020170",425,366,77,350,379,254,865,1061,1174,449,907,921
"ENSMUSG00000020171",445,369,203,439,331,312,866,1110,1268,1318,1057,906
"ENSMUSG00000020173",273,239,59,241,204,161,46,40,27,11,24,29
"ENSMUSG00000020175",258,91,27,111,65,47,51,47,71,43,59,59
"ENSMUSG00000020176",78,95,38,77,103,94,372,431,578,308,357,343
"ENSMUSG00000020177",0,0,0,0,0,0,0,1,2,0,1,0
"ENSMUSG00000020178",58,52,41,34,48,55,364,488,640,626,492,458
"ENSMUSG00000020180",666,671,791,734,698,602,1276,1313,1490,2176,1432,1124
"ENSMUSG00000020181",0,0,1,0,0,1,67,83,91,67,62,68
"ENSMUSG00000020182",569,509,224,313,467,264,26,20,26,72,28,36
"ENSMUSG00000020183",88,108,55,91,100,96,290,352,525,273,450,386
"ENSMUSG00000020184",623,548,186,489,456,414,1401,1678,1973,1212,1515,1522
"ENSMUSG00000020185",32,8,3,14,11,8,249,199,186,27,77,130
"ENSMUSG00000020186",533,524,1200,507,584,506,114,142,229,226,122,120
"ENSMUSG00000020189",885,865,181,700,672,503,2267,2342,2093,1274,1884,1922
"ENSMUSG00000020190",4016,5690,3091,4010,4466,4067,5993,7564,9583,6740,6645,6291
"ENSMUSG00000020191",0,0,0,0,0,0,4,9,8,8,9,5
"ENSMUSG00000020193",1,0,1,0,0,1,38,31,52,52,45,36
"ENSMUSG00000020196",581,514,242,468,408,314,2219,2384,2718,1633,1808,2002
"ENSMUSG00000020198",1855,1629,686,1170,1282,1239,2543,3425,4345,2360,2967,3015
"ENSMUSG00000020205",104,112,201,232,194,125,18,25,16,57,10,15
"ENSMUSG00000020211",281,233,253,213,214,213,937,946,1274,986,896,896
"ENSMUSG00000020212",46,42,28,25,27,39,231,266,276,215,210,233
"ENSMUSG00000020213",0,0,0,0,0,0,0,0,1,3,0,1
"ENSMUSG00000020214",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020216",0,1,0,2,0,1,0,1,2,2,2,0
"ENSMUSG00000020218",0,1,0,6,2,1,0,0,0,0,0,0
"ENSMUSG00000020219",1068,1108,2905,1209,1308,1041,759,688,981,1509,754,754
"ENSMUSG00000020220",2153,2042,501,1554,1859,1669,2145,3450,3715,1173,3001,2651
"ENSMUSG00000020224",398,398,547,392,334,314,595,660,804,1120,714,647
"ENSMUSG00000020225",1043,1103,1213,980,997,879,692,714,877,1174,687,623
"ENSMUSG00000020226",2,0,0,0,0,0,2,2,1,1,3,2
"ENSMUSG00000020227",39,26,15,39,19,34,339,474,516,401,475,419
"ENSMUSG00000020228",347,281,62,302,243,249,951,1047,1101,553,901,850
"ENSMUSG00000020229",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020230",38,21,12,14,30,24,279,363,411,347,406,289
"ENSMUSG00000020231",111,79,20,64,62,64,296,330,443,230,312,277
"ENSMUSG00000020232",473,520,1036,428,417,447,804,1044,1279,1346,785,842
"ENSMUSG00000020234",3,3,0,5,1,1,11,15,16,15,16,16
"ENSMUSG00000020235",332,249,142,256,205,210,2716,1754,1373,1184,984,1560
"ENSMUSG00000020238",1027,979,1096,818,930,840,1136,1502,1915,1636,1222,1302
"ENSMUSG00000020241",73,75,55,51,89,77,236,262,337,238,196,186
"ENSMUSG00000020246",248,247,57,219,186,202,427,586,579,382,555,510
"ENSMUSG00000020248",670,567,214,632,519,448,847,855,907,736,726,697
"ENSMUSG00000020250",2766,2800,654,2419,2329,1825,1565,1598,1860,1263,1482,1381
"ENSMUSG00000020251",0,1,0,1,2,0,17,26,29,22,17,16
"ENSMUSG00000020253",310,228,289,331,230,258,1280,1648,2223,2328,1569,1523
"ENSMUSG00000020255",350,279,109,274,283,266,1310,1286,1700,1045,1453,1358
"ENSMUSG00000020256",17,7,1,7,5,7,116,110,135,78,87,85
"ENSMUSG00000020257",973,854,335,848,762,809,1847,2522,2876,1874,2478,2232
"ENSMUSG00000020258",1677,1934,1208,1499,1437,1471,24,31,60,68,50,38
"ENSMUSG00000020260",349,338,279,299,258,324,563,768,845,671,696,593
"ENSMUSG00000020261",1011,821,212,746,624,499,564,839,1052,603,730,822
"ENSMUSG00000020262",369,415,109,375,416,398,119,249,322,92,216,233
"ENSMUSG00000020263",733,632,240,625,469,531,617,1060,1123,1002,833,879
"ENSMUSG00000020264",0,0,0,1,0,3,102,183,205,129,127,131
"ENSMUSG00000020265",670,609,258,598,515,480,901,1107,1281,1466,1100,963
"ENSMUSG00000020267",2323,2688,3979,2802,2344,2111,1681,1808,2249,3740,1807,1733
"ENSMUSG00000020268",33,39,34,50,42,38,50,63,60,70,51,57
"ENSMUSG00000020270",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020271",695,576,108,500,485,515,1109,1222,1505,847,1269,1148
"ENSMUSG00000020272",198,121,43,141,121,138,2868,4518,5303,2736,4413,4059
"ENSMUSG00000020273",97,103,10,111,91,74,458,653,759,361,676,615
"ENSMUSG00000020275",308,156,45,174,193,170,2225,2894,3461,1731,3129,2511
"ENSMUSG00000020277",930,850,945,809,753,694,1316,1430,1901,1731,1233,1166
"ENSMUSG00000020279",6,4,3,18,6,5,2291,3506,3445,3405,2537,2379
"ENSMUSG00000020280",379,362,209,299,330,319,427,511,584,510,442,439
"ENSMUSG00000020282",172,108,104,146,120,158,460,752,796,766,569,518
"ENSMUSG00000020283",950,914,796,798,657,718,268,391,409,484,365,343
"ENSMUSG00000020284",126,82,98,127,96,98,126,192,224,312,172,156
"ENSMUSG00000020286",2,0,0,2,0,0,2,1,0,0,2,0
"ENSMUSG00000020287",81,72,9,74,59,51,190,260,289,224,186,214
"ENSMUSG00000020288",275,282,110,247,299,262,296,542,561,349,602,402
"ENSMUSG00000020289",273,241,132,213,210,228,646,697,714,563,493,582
"ENSMUSG00000020290",775,639,324,722,605,492,3166,3584,3823,2472,3213,3333
"ENSMUSG00000020295",1,0,2,1,0,0,26,9,0,9,3,10
"ENSMUSG00000020297",6,1,3,9,6,2,338,552,796,611,848,748
"ENSMUSG00000020299",0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020300",1132,646,56,722,697,671,2725,2201,1278,523,1284,1723
"ENSMUSG00000020303",3,4,5,4,8,6,236,340,414,293,370,299
"ENSMUSG00000020305",136,125,66,152,109,78,273,350,403,418,382,324
"ENSMUSG00000020307",515,537,1155,425,472,489,719,648,881,1184,596,676
"ENSMUSG00000020308",174,221,701,197,197,210,280,331,429,706,318,324
"ENSMUSG00000020309",593,586,182,503,428,387,411,285,132,139,120,186
"ENSMUSG00000020310",0,0,0,0,1,0,277,287,551,361,336,303
"ENSMUSG00000020311",424,521,269,528,473,396,439,488,557,773,537,498
"ENSMUSG00000020312",2,1,0,4,4,1,14,19,17,17,3,15
"ENSMUSG00000020315",2663,2287,336,1673,1886,1747,5847,8505,10221,3155,7651,6940
"ENSMUSG00000020317",0,0,0,0,0,0,1,1,5,9,3,2
"ENSMUSG00000020319",39,43,26,42,38,32,42,62,62,83,37,43
"ENSMUSG00000020321",9574,12840,10933,10602,10291,8188,2304,2368,3022,4683,2861,2437
"ENSMUSG00000020323",0,0,0,0,0,1,12,5,6,18,6,4
"ENSMUSG00000020325",2,2,0,0,2,0,13,11,29,10,16,8
"ENSMUSG00000020326",814,881,348,684,642,647,1597,1963,2286,1845,2037,2065
"ENSMUSG00000020327",0,0,0,0,0,0,0,0,0,3,1,0
"ENSMUSG00000020328",457,481,315,451,354,354,526,491,611,613,448,485
"ENSMUSG00000020329",388,399,290,313,328,366,493,717,951,675,673,602
"ENSMUSG00000020330",58,6,12,10,11,24,1324,933,649,252,336,662
"ENSMUSG00000020331",6,1,7,2,5,4,16,19,15,18,11,16
"ENSMUSG00000020332",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020333",1,0,0,0,0,0,68,56,27,11,9,22
"ENSMUSG00000020334",55,43,48,81,58,71,499,287,98,107,74,184
"ENSMUSG00000020335",95,93,34,101,87,66,12,22,24,12,24,21
"ENSMUSG00000020340",118,76,39,65,97,87,3915,5236,6560,3040,4775,4863
"ENSMUSG00000020346",1746,1362,1350,1526,1259,1271,2645,3212,4302,3851,3426,2959
"ENSMUSG00000020349",1491,1613,1265,1487,1300,1488,2232,2590,2861,3481,2512,2220
"ENSMUSG00000020354",1,0,2,0,2,0,22,28,30,8,22,13
"ENSMUSG00000020357",943,1088,424,694,615,731,526,730,880,499,448,602
"ENSMUSG00000020358",1386,1323,405,1325,1375,1368,3663,3637,3995,2716,3214,3434
"ENSMUSG00000020359",357,337,133,318,303,253,318,364,362,240,302,295
"ENSMUSG00000020361",2199,2314,1381,1897,1784,1720,3430,3613,4734,4361,3676,3528
"ENSMUSG00000020362",837,695,195,726,669,599,2283,2487,2677,1535,2325,2218
"ENSMUSG00000020363",26,19,9,10,13,17,47,41,61,46,48,38
"ENSMUSG00000020364",116,154,70,109,110,87,23,25,28,21,33,21
"ENSMUSG00000020366",1019,894,352,1010,777,735,1218,1357,1556,1245,1235,1211
"ENSMUSG00000020368",7034,5974,2885,5997,5667,5194,5859,6404,7414,5083,6116,5480
"ENSMUSG00000020372",4572,3754,7168,4139,4088,3946,16008,19050,24018,33148,20300,18154
"ENSMUSG00000020374",0,0,0,0,0,0,16,25,25,6,6,12
"ENSMUSG00000020375",566,468,478,487,335,358,705,925,1156,1290,951,888
"ENSMUSG00000020376",1345,1481,1633,1429,1082,1141,970,1265,1294,2291,1249,1053
"ENSMUSG00000020377",0,0,2,0,1,3,7,13,18,16,11,13
"ENSMUSG00000020380",281,191,93,254,196,165,1042,1227,1333,948,1034,994
"ENSMUSG00000020381",85,49,48,50,29,45,45,48,55,61,49,50
"ENSMUSG00000020383",0,0,0,0,0,0,2,0,2,0,0,1
"ENSMUSG00000020385",1204,1189,407,1239,1022,950,1954,2797,3013,2391,2576,2491
"ENSMUSG00000020386",3479,3371,3630,2847,3187,2890,588,526,714,1011,634,524
"ENSMUSG00000020387",258,309,108,252,264,269,1894,2611,3306,1460,2609,2639
"ENSMUSG00000020388",18,14,26,14,12,18,244,262,323,549,207,228
"ENSMUSG00000020389",9,3,1,4,7,6,78,124,142,113,113,86
"ENSMUSG00000020390",1597,1770,1085,1725,1413,1372,1771,1955,2170,2363,1970,1997
"ENSMUSG00000020392",268,237,336,241,204,239,1007,1255,1437,1576,1208,1050
"ENSMUSG00000020393",413,343,102,358,286,259,433,550,671,437,532,484
"ENSMUSG00000020395",17,11,8,13,22,17,661,1070,1292,736,1183,1193
"ENSMUSG00000020396",4,3,4,6,7,5,141,140,194,142,140,141
"ENSMUSG00000020397",268,231,166,203,208,190,562,603,612,876,513,556
"ENSMUSG00000020399",31,18,6,15,8,16,473,599,692,612,546,622
"ENSMUSG00000020400",241,179,147,136,139,149,1412,1570,2186,1948,1534,1609
"ENSMUSG00000020401",0,0,0,1,1,0,14,21,42,38,58,37
"ENSMUSG00000020402",4345,4620,1894,4326,3892,3284,1887,1901,2047,2146,1551,1429
"ENSMUSG00000020405",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000020407",32,35,49,24,39,17,39,36,64,108,33,40
"ENSMUSG00000020409",760,634,261,597,546,471,1336,1682,1919,1583,1657,1529
"ENSMUSG00000020411",0,0,0,0,0,0,24,27,25,29,17,17
"ENSMUSG00000020412",756,644,373,536,507,483,980,1261,1560,975,1074,1144
"ENSMUSG00000020413",149,139,27,159,132,108,468,506,617,281,485,477
"ENSMUSG00000020415",255,427,250,472,224,215,538,454,412,708,389,438
"ENSMUSG00000020419",19,1,4,29,2,4,4,3,5,0,0,0
"ENSMUSG00000020420",37,40,12,34,38,39,156,239,242,123,237,202
"ENSMUSG00000020422",1440,861,186,1175,1093,793,4221,5135,4838,2282,3951,3103
"ENSMUSG00000020423",346,352,124,299,305,285,4869,4392,4614,4103,4151,3977
"ENSMUSG00000020424",32,48,65,32,39,23,82,118,116,185,105,115
"ENSMUSG00000020427",387,535,253,343,403,406,1833,3523,3930,3030,2852,2384
"ENSMUSG00000020428",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020429",2096,1864,2329,986,1967,1781,0,0,0,0,0,0
"ENSMUSG00000020430",600,523,422,526,493,378,1211,1395,1766,1956,1425,1171
"ENSMUSG00000020431",38,6,8,1,15,7,150,188,205,73,182,100
"ENSMUSG00000020432",3867,3974,4436,2655,2841,3166,1052,1502,2001,1899,1199,1372
"ENSMUSG00000020434",0,0,0,0,0,0,1,3,0,1,3,2
"ENSMUSG00000020435",74,53,11,60,46,20,2,2,4,4,4,1
"ENSMUSG00000020436",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020437",181,69,71,131,112,103,3617,4775,6391,4570,4547,4607
"ENSMUSG00000020439",114,89,89,61,72,77,248,300,366,296,212,217
"ENSMUSG00000020440",1048,1150,1868,1168,974,831,1773,1497,1336,2317,997,1250
